geo_code,geo_name,population_total,net_migration_per1000,live_births_per1000,deaths_per1000,natural_increase_per1000,divorces_per1000,old_age_dependency_ratio,urbanization_rate_pct,avg_wage_pct_of_national,unemployment_rate_dec_pct,infant_deaths_per1000_livebirths
071412908000,Powiat legionowski,133097,13.83,6.85,10.55,-3.71,1.46,27.1,43.3,91.7,5.5,2.2
071412912000,Powiat miński,159535,4.37,7.56,10.6,-3.04,1.6,27.8,49.5,87.8,4.2,4.1
071412917000,Powiat otwocki,126669,5.15,7.09,12.81,-5.72,1.17,32.2,59.3,96.5,3.3,3.3
071412934000,Powiat wołomiński,277725,8.12,8.7,9.66,-0.97,1.31,22.3,71.3,92.2,5.1,2.5
071413005000,Powiat grodziski,106973,14.88,7.78,10.28,-2.49,1.67,27.3,51.6,103.3,2.5,3.6
071413014000,Powiat nowodworski,79351,2.37,7.31,12.61,-5.3,1.47,30.9,49.0,109.0,5.2,1.7
071413018000,Powiat piaseczyński,217738,13.68,8.07,9.2,-1.13,2.32,24.3,39.1,96.5,3.4,2.9
071413021000,Powiat pruszkowski,181026,10.36,7.51,9.76,-2.25,1.85,29.7,56.9,107.6,2.1,2.2
071413032000,Powiat warszawski zachodni,136493,13.08,7.3,10.46,-3.16,1.6199999999999999,27.2,34.0,105.7,1.6,1.0
071422502000,Powiat ciechanowski,84565,-1.42,7.07,12.38,-5.31,1.8,33.1,52.3,91.5,8.3,1.7
071422513000,Powiat mławski,68556,-2.69,7.71,12.07,-4.36,1.29,29.8,44.8,83.0,6.1,1.9
071422520000,Powiat płoński,83436,-0.99,7.17,12.74,-5.58,1.1800000000000002,31.7,35.6,87.3,9.5,10.0
071422524000,Powiat pułtuski,50163,1.13,7.56,12.28,-4.72,1.41,30.0,37.8,84.0,13.2,
071422537000,Powiat żuromiński,35122,-6.07,7.94,12.9,-4.96,1.45,31.7,32.9,83.9,13.6,7.1
071422611000,Powiat makowski,41254,-5.57,7.79,12.63,-4.85,1.33,33.1,27.6,86.1,16.0,3.1
071422615000,Powiat ostrołęcki,87397,-0.46,8.19,9.45,-1.26,1.03,23.9,3.6,84.2,8.9,2.8
071422616000,Powiat ostrowski,67854,-3.74,7.14,11.12,-3.98,1.41,33.2,34.0,84.1,8.6,2.1
071422622000,Powiat przasnyski,48615,-4.38,8.07,11.49,-3.42,1.19,30.4,39.2,86.2,9.2,
071422635000,Powiat wyszkowski,73179,0.1,8.3,11.22,-2.92,1.4,28.0,35.3,85.2,3.4,4.9
071422661000,Powiat m. Ostrołęka,47696,-8.14,7.05,9.1,-2.04,2.19,37.8,100.0,98.9,6.9,3.0
071422701000,Powiat białobrzeski,32350,-2.19,8.45,11.32,-2.87,1.1099999999999999,29.1,22.3,84.5,7.8,3.6
071422707000,Powiat kozienicki,56754,-2.28,6.43,11.96,-5.53,1.21,36.9,30.0,112.2,9.5,2.7
071422709000,Powiat lipski,31251,-3.92,6.05,12.42,-6.37,0.8300000000000001,38.5,23.9,88.7,12.9,
071422723000,Powiat przysuski,38291,-4.47,6.68,12.54,-5.85,0.75,33.6,18.2,88.6,18.0,3.9
071422725000,Powiat radomski,151367,2.37,7.6,9.85,-2.25,0.86,26.7,19.4,83.7,16.1,3.5
071422730000,Powiat szydłowiecki,37244,-1.63,6.45,10.71,-4.26,0.9099999999999999,30.5,31.1,80.5,23.5,
071422736000,Powiat zwoleński,34091,-2.31,6.41,11.03,-4.62,1.02,31.2,20.8,86.2,12.8,4.6
071422763000,Powiat m. Radom,193777,-5.44,6.22,11.4,-5.19,1.6199999999999999,37.6,100.0,95.8,9.6,2.5
071427004000,Powiat gostyniński,41756,-2.48,5.41,14.84,-9.44,1.41,34.7,44.1,88.6,11.2,
071427019000,Powiat płocki,109144,0.99,7.08,11.03,-3.95,1.23,27.4,9.3,86.4,9.7,5.2
071427027000,Powiat sierpecki,47742,-4.18,7.45,12.95,-5.5,1.46,30.1,35.0,85.1,11.8,5.6
071427062000,Powiat m. Płock,110015,-5.1,6.04,12.08,-6.05,2.0300000000000002,38.1,100.0,122.5,5.0,3.0
071427103000,Powiat garwoliński,105213,-1.43,9.11,10.81,-1.7,1.3599999999999999,28.1,29.7,87.2,8.6,3.1
071427110000,Powiat łosicki,28338,-3.97,7.09,12.15,-5.06,0.8400000000000001,35.2,23.9,84.8,5.0,5.0
071427126000,Powiat siedlecki,80446,1.39,8.65,11.2,-2.55,1.1400000000000001,27.4,2.0,82.2,4.9,2.9
071427129000,Powiat sokołowski,49551,-3.98,7.09,13.23,-6.14,1.47,36.5,40.7,85.2,5.3,5.7
071427133000,Powiat węgrowski,61472,-2.74,7.83,11.91,-4.08,1.33,34.0,29.6,88.4,5.0,2.1
071427164000,Powiat m. Siedlce,74780,-4.37,8.71,9.02,-0.31,1.8199999999999998,35.2,100.0,95.6,3.6,4.6
071427306000,Powiat grójecki,96662,0.58,7.27,11.9,-4.64,1.35,32.5,35.3,93.7,2.6,1.4
071427328000,Powiat sochaczewski,82854,-0.1,7.28,10.69,-3.41,1.4,31.6,40.0,105.2,2.7,1.7
071427338000,Powiat żyrardowski,74935,1.95,7.61,12.65,-5.04,1.61,32.4,61.3,93.8,8.6,1.8
