state_fips,county_fips,postal,name,poverty_percent_all_ages,median_household_income
48,469,TX,Victoria County,14.1,69442.0
48,471,TX,Walker County,22.4,56863.0
48,473,TX,Waller County,13.9,77209.0
48,475,TX,Ward County,14.1,65610.0
48,477,TX,Washington County,14.5,67927.0
48,479,TX,Webb County,22.5,57899.0
48,481,TX,Wharton County,15.3,60496.0
48,483,TX,Wheeler County,14.3,54682.0
48,485,TX,Wichita County,17.6,61622.0
48,487,TX,Wilbarger County,16.9,53416.0
48,489,TX,Willacy County,27.8,42279.0
48,491,TX,Williamson County,6.4,111183.0
48,493,TX,Wilson County,9.9,85288.0
48,495,TX,Winkler County,13.5,67901.0
48,497,TX,Wise County,9.4,89873.0
48,499,TX,Wood County,15.2,58813.0
48,501,TX,Yoakum County,13.0,64634.0
48,503,TX,Young County,14.5,64187.0
48,505,TX,Zapata County,30.4,41688.0
48,507,TX,Zavala County,28.9,36878.0
49,001,UT,Beaver County,9.9,67100.0
49,003,UT,Box Elder County,8.5,83493.0
49,005,UT,Cache County,10.7,83027.0
49,007,UT,Carbon County,14.0,59838.0
49,009,UT,Daggett County,7.6,65231.0
49,011,UT,Davis County,6.0,111081.0
49,013,UT,Duchesne County,12.4,75705.0
49,015,UT,Emery County,10.8,68823.0
49,017,UT,Garfield County,10.0,64844.0
49,019,UT,Grand County,10.6,67360.0
49,021,UT,Iron County,11.6,68170.0
49,023,UT,Juab County,8.2,85382.0
49,025,UT,Kane County,8.9,69247.0
49,027,UT,Millard County,9.3,66467.0
49,029,UT,Morgan County,4.3,122672.0
49,031,UT,Piute County,14.1,58106.0
49,033,UT,Rich County,7.6,78332.0
49,035,UT,Salt Lake County,9.5,94013.0
49,037,UT,San Juan County,18.8,57941.0
49,039,UT,Sanpete County,12.9,67295.0
49,041,UT,Sevier County,10.7,75024.0
49,043,UT,Summit County,5.1,139848.0
49,045,UT,Tooele County,6.8,94200.0
49,047,UT,Uintah County,11.1,70989.0
49,049,UT,Utah County,9.0,100617.0
49,051,UT,Wasatch County,5.0,121397.0
49,053,UT,Washington County,10.6,78094.0
49,055,UT,Wayne County,11.4,60858.0
49,057,UT,Weber County,8.5,86678.0
50,001,VT,Addison County,8.7,82234.0
50,003,VT,Bennington County,11.9,67124.0
50,005,VT,Caledonia County,14.0,64229.0
50,007,VT,Chittenden County,7.8,96142.0
50,009,VT,Essex County,14.4,58359.0
50,011,VT,Franklin County,9.9,85765.0
50,013,VT,Grand Isle County,8.7,82896.0
50,015,VT,Lamoille County,9.6,72811.0
50,017,VT,Orange County,9.7,73771.0
50,019,VT,Orleans County,14.1,59906.0
50,021,VT,Rutland County,11.8,62634.0
50,023,VT,Washington County,8.6,79916.0
50,025,VT,Windham County,10.1,64436.0
50,027,VT,Windsor County,9.9,77932.0
51,001,VA,Accomack County,17.3,56039.0
51,003,VA,Albemarle County,8.0,102750.0
51,005,VA,Alleghany County,13.9,58215.0
51,007,VA,Amelia County,10.0,71112.0
51,009,VA,Amherst County,12.5,61499.0
51,011,VA,Appomattox County,11.4,64701.0
51,013,VA,Arlington County,7.1,138416.0
51,015,VA,Augusta County,8.2,72831.0
51,017,VA,Bath County,10.5,60234.0
51,019,VA,Bedford County,9.9,72742.0
51,021,VA,Bland County,13.9,57748.0
51,023,VA,Botetourt County,6.3,84395.0
51,025,VA,Brunswick County,20.8,51441.0
51,027,VA,Buchanan County,22.8,43446.0
51,029,VA,Buckingham County,18.1,57701.0
51,031,VA,Campbell County,12.4,69570.0
51,033,VA,Caroline County,9.3,80562.0
51,035,VA,Carroll County,16.1,53694.0
51,036,VA,Charles City County,11.3,73068.0
51,037,VA,Charlotte County,20.8,50878.0
51,041,VA,Chesterfield County,6.9,99401.0
51,043,VA,Clarke County,7.3,101205.0
51,045,VA,Craig County,12.3,61531.0
51,047,VA,Culpeper County,9.6,90465.0
51,049,VA,Cumberland County,14.2,55713.0
51,051,VA,Dickenson County,19.4,48157.0
51,053,VA,Dinwiddie County,11.8,83334.0
51,057,VA,Essex County,13.0,62679.0
51,059,VA,Fairfax County,6.1,141353.0
51,061,VA,Fauquier County,6.1,111254.0
51,063,VA,Floyd County,11.1,61164.0
51,065,VA,Fluvanna County,7.6,86462.0
51,067,VA,Franklin County,11.4,63692.0
51,069,VA,Frederick County,7.4,92108.0
51,071,VA,Giles County,11.3,63384.0
51,073,VA,Gloucester County,7.9,79016.0
51,075,VA,Goochland County,6.7,122002.0
51,077,VA,Grayson County,16.4,42665.0
51,079,VA,Greene County,8.9,83927.0
51,081,VA,Greensville County,27.3,53908.0
51,083,VA,Halifax County,19.7,50813.0
51,085,VA,Hanover County,5.3,111485.0
51,087,VA,Henrico County,9.4,85877.0
51,089,VA,Henry County,16.9,51959.0
51,091,VA,Highland County,12.9,56021.0
51,093,VA,Isle of Wight County,7.3,88536.0
51,095,VA,James City County,7.2,109735.0
51,097,VA,King and Queen County,12.7,66578.0
51,099,VA,King George County,6.3,101323.0
51,101,VA,King William County,7.1,88124.0
51,103,VA,Lancaster County,12.6,66220.0
51,105,VA,Lee County,25.0,44110.0
51,107,VA,Loudoun County,4.1,173655.0
51,109,VA,Louisa County,9.4,79459.0
51,111,VA,Lunenburg County,19.1,51013.0
51,113,VA,Madison County,10.1,76864.0
51,115,VA,Mathews County,9.2,73034.0
51,117,VA,Mecklenburg County,14.6,53288.0
51,119,VA,Middlesex County,12.9,67586.0
51,121,VA,Montgomery County,23.8,67620.0
51,125,VA,Nelson County,13.8,77049.0
51,127,VA,New Kent County,5.6,115854.0
51,131,VA,Northampton County,17.5,53822.0
51,133,VA,Northumberland County,12.1,69662.0
51,135,VA,Nottoway County,17.8,58168.0
51,137,VA,Orange County,8.0,82738.0
51,139,VA,Page County,14.2,57960.0
51,141,VA,Patrick County,14.4,51200.0
51,143,VA,Pittsylvania County,13.7,54627.0
51,145,VA,Powhatan County,6.1,100814.0
51,147,VA,Prince Edward County,25.1,55264.0
51,149,VA,Prince George County,11.3,82207.0
51,153,VA,Prince William County,6.7,128758.0
51,155,VA,Pulaski County,16.5,59839.0
51,157,VA,Rappahannock County,9.0,88237.0
51,159,VA,Richmond County,15.6,61655.0
51,161,VA,Roanoke County,7.2,80929.0
51,163,VA,Rockbridge County,11.4,64813.0
51,165,VA,Rockingham County,10.1,79332.0
51,167,VA,Russell County,18.5,51459.0
51,169,VA,Scott County,20.5,46015.0
51,171,VA,Shenandoah County,9.9,75129.0
51,173,VA,Smyth County,15.1,52646.0
51,175,VA,Southampton County,13.3,65742.0
51,177,VA,Spotsylvania County,6.6,109834.0
51,179,VA,Stafford County,5.3,130751.0
51,181,VA,Surry County,12.4,68714.0
51,183,VA,Sussex County,20.9,53020.0
51,185,VA,Tazewell County,21.0,45959.0
51,187,VA,Warren County,9.3,89337.0
51,191,VA,Washington County,12.8,57758.0
51,193,VA,Westmoreland County,12.5,66975.0
51,195,VA,Wise County,18.2,50442.0
51,197,VA,Wythe County,13.5,59026.0
51,199,VA,York County,6.5,101987.0
51,510,VA,Alexandria city,8.5,109902.0
51,520,VA,Bristol city,21.8,45240.0
51,530,VA,Buena Vista city,14.6,53778.0
51,540,VA,Charlottesville city,19.6,72542.0
51,550,VA,Chesapeake city,10.0,91582.0
51,570,VA,Colonial Heights city,10.4,70161.0
51,580,VA,Covington city,17.7,49519.0
51,590,VA,Danville city,23.4,45423.0
51,595,VA,Emporia city,20.1,45894.0
51,600,VA,Fairfax city,7.4,119079.0
51,610,VA,Falls Church city,5.1,145755.0
51,620,VA,Franklin city,19.8,53310.0
51,630,VA,Fredericksburg city,12.7,75915.0
51,640,VA,Galax city,20.8,46891.0
51,650,VA,Hampton city,13.4,67764.0
51,660,VA,Harrisonburg city,23.8,58597.0
51,670,VA,Hopewell city,20.0,49111.0
51,678,VA,Lexington city,21.4,62342.0
51,680,VA,Lynchburg city,19.1,58962.0
51,683,VA,Manassas city,10.7,92198.0
51,685,VA,Manassas Park city,7.7,92611.0
51,690,VA,Martinsville city,22.5,44547.0
51,700,VA,Newport News city,15.7,63911.0
51,710,VA,Norfolk city,18.3,61098.0
51,720,VA,Norton city,20.6,42618.0
51,730,VA,Petersburg city,21.2,46216.0
51,735,VA,Poquoson city,5.8,108161.0
51,740,VA,Portsmouth city,18.7,57012.0
51,750,VA,Radford city,26.4,47325.0
51,760,VA,Richmond city,17.6,64903.0
51,770,VA,Roanoke city,18.4,51782.0
51,775,VA,Salem city,10.4,63701.0
51,790,VA,Staunton city,11.3,59926.0
51,800,VA,Suffolk city,11.1,81297.0
51,810,VA,Virginia Beach city,8.7,90275.0
51,820,VA,Waynesboro city,12.9,56438.0
51,830,VA,Williamsburg city,18.8,70270.0
51,840,VA,Winchester city,16.2,63514.0
53,001,WA,Adams County,15.1,67056.0
53,003,WA,Asotin County,14.9,64789.0
53,005,WA,Benton County,11.2,83040.0
53,007,WA,Chelan County,10.2,74848.0
53,009,WA,Clallam County,11.9,67071.0
53,011,WA,Clark County,7.5,97240.0
53,013,WA,Columbia County,13.6,66267.0
53,015,WA,Cowlitz County,13.2,71996.0
53,017,WA,Douglas County,11.8,69808.0
53,019,WA,Ferry County,17.2,57090.0
53,021,WA,Franklin County,12.8,82542.0
53,023,WA,Garfield County,14.1,63313.0
53,025,WA,Grant County,15.2,71374.0
53,027,WA,Grays Harbor County,15.1,65758.0
53,029,WA,Island County,8.6,88451.0
53,031,WA,Jefferson County,11.0,77856.0
53,033,WA,King County,8.8,120672.0
53,035,WA,Kitsap County,8.7,98894.0
53,037,WA,Kittitas County,15.2,66374.0
53,039,WA,Klickitat County,11.9,69596.0
53,041,WA,Lewis County,13.7,67877.0
53,043,WA,Lincoln County,10.7,71908.0
53,045,WA,Mason County,12.0,75138.0
53,047,WA,Okanogan County,16.7,58085.0
53,049,WA,Pacific County,13.1,61773.0
53,051,WA,Pend Oreille County,14.4,63611.0
53,053,WA,Pierce County,9.9,97493.0
53,055,WA,San Juan County,9.4,86442.0
53,057,WA,Skagit County,9.7,90432.0
53,059,WA,Skamania County,11.0,85131.0
53,061,WA,Snohomish County,8.8,106067.0
53,063,WA,Spokane County,12.5,73380.0
53,065,WA,Stevens County,11.9,67525.0
53,067,WA,Thurston County,9.9,92357.0
53,069,WA,Wahkiakum County,11.3,69726.0
53,071,WA,Walla Walla County,14.9,71348.0
53,073,WA,Whatcom County,12.9,75920.0
53,075,WA,Whitman County,24.8,59044.0
53,077,WA,Yakima County,16.1,67112.0
54,001,WV,Barbour County,20.0,51353.0
54,003,WV,Berkeley County,11.3,78995.0
54,005,WV,Boone County,20.8,48034.0
54,007,WV,Braxton County,19.7,50038.0
54,009,WV,Brooke County,14.1,49187.0
54,011,WV,Cabell County,19.8,55031.0
54,013,WV,Calhoun County,21.3,45793.0
54,015,WV,Clay County,23.5,45291.0
54,017,WV,Doddridge County,18.9,56985.0
54,019,WV,Fayette County,16.7,49739.0
54,021,WV,Gilmer County,26.4,43671.0
54,023,WV,Grant County,16.6,53187.0
54,025,WV,Greenbrier County,18.2,47309.0
54,027,WV,Hampshire County,14.2,63290.0
54,029,WV,Hancock County,14.1,58478.0
54,031,WV,Hardy County,13.8,52212.0
54,033,WV,Harrison County,14.4,58897.0
54,035,WV,Jackson County,14.8,52503.0
54,037,WV,Jefferson County,9.0,92747.0
54,039,WV,Kanawha County,15.6,56633.0
54,041,WV,Lewis County,16.4,52827.0
54,043,WV,Lincoln County,21.7,47435.0
54,045,WV,Logan County,19.4,48745.0
54,047,WV,McDowell County,36.2,35161.0
54,049,WV,Marion County,14.7,62449.0
54,051,WV,Marshall County,15.1,59661.0
54,053,WV,Mason County,18.0,52054.0
54,055,WV,Mercer County,19.7,47084.0
54,057,WV,Mineral County,13.9,59085.0
54,059,WV,Mingo County,28.8,38358.0
54,061,WV,Monongalia County,18.3,62330.0
54,063,WV,Monroe County,16.4,47797.0
54,065,WV,Morgan County,10.7,61802.0
54,067,WV,Nicholas County,19.3,48515.0
54,069,WV,Ohio County,14.5,59882.0
54,071,WV,Pendleton County,13.9,53640.0
54,073,WV,Pleasants County,14.5,60991.0
54,075,WV,Pocahontas County,19.2,43632.0
54,077,WV,Preston County,17.3,54881.0
54,079,WV,Putnam County,10.3,72073.0
54,081,WV,Raleigh County,18.2,53456.0
54,083,WV,Randolph County,18.9,50868.0
54,085,WV,Ritchie County,17.7,55110.0
54,087,WV,Roane County,19.6,48285.0
54,089,WV,Summers County,22.6,44218.0
54,091,WV,Taylor County,14.1,57821.0
54,093,WV,Tucker County,17.6,55563.0
54,095,WV,Tyler County,19.0,58892.0
54,097,WV,Upshur County,18.3,53380.0
54,099,WV,Wayne County,18.2,51532.0
54,101,WV,Webster County,26.3,40727.0
54,103,WV,Wetzel County,17.4,56296.0
54,105,WV,Wirt County,17.7,54506.0
54,107,WV,Wood County,13.7,56353.0
54,109,WV,Wyoming County,21.5,47212.0
55,001,WI,Adams County,13.2,57944.0
55,003,WI,Ashland County,14.1,52158.0
55,005,WI,Barron County,10.0,66507.0
55,007,WI,Bayfield County,10.0,64339.0
55,009,WI,Brown County,9.7,77645.0
55,011,WI,Buffalo County,10.2,73869.0
55,013,WI,Burnett County,13.5,67061.0
55,015,WI,Calumet County,4.6,86890.0
55,017,WI,Chippewa County,9.0,76637.0
55,019,WI,Clark County,11.7,66994.0
55,021,WI,Columbia County,7.9,79582.0
55,023,WI,Crawford County,14.0,57014.0
55,025,WI,Dane County,10.0,84190.0
55,027,WI,Dodge County,8.6,73861.0
55,029,WI,Door County,8.8,74247.0
55,031,WI,Douglas County,9.5,73372.0
55,033,WI,Dunn County,10.9,71215.0
55,035,WI,Eau Claire County,10.8,72806.0
55,037,WI,Florence County,10.7,66442.0
55,039,WI,Fond du Lac County,9.2,73485.0
55,041,WI,Forest County,15.8,59190.0
55,043,WI,Grant County,13.7,63246.0
55,045,WI,Green County,8.3,78114.0
55,047,WI,Green Lake County,10.4,64516.0
55,049,WI,Iowa County,8.4,77433.0
55,051,WI,Iron County,13.5,58900.0
55,053,WI,Jackson County,12.6,61023.0
55,055,WI,Jefferson County,9.3,82356.0
55,057,WI,Juneau County,12.5,63587.0
55,059,WI,Kenosha County,11.3,75699.0
55,061,WI,Kewaunee County,8.7,77472.0
55,063,WI,La Crosse County,12.1,71260.0
55,065,WI,Lafayette County,11.2,73114.0
55,067,WI,Langlade County,13.6,57907.0
55,069,WI,Lincoln County,9.9,71871.0
55,071,WI,Manitowoc County,9.2,69652.0
55,073,WI,Marathon County,9.6,74505.0
55,075,WI,Marinette County,11.4,62650.0
55,077,WI,Marquette County,11.6,67207.0
55,078,WI,Menominee County,27.4,49791.0
55,079,WI,Milwaukee County,17.1,63304.0
55,081,WI,Monroe County,12.8,63372.0
55,083,WI,Oconto County,8.6,69599.0
55,085,WI,Oneida County,8.2,66650.0
55,087,WI,Outagamie County,6.3,86098.0
55,089,WI,Ozaukee County,4.8,98394.0
55,091,WI,Pepin County,10.3,70012.0
55,093,WI,Pierce County,8.3,95522.0
55,095,WI,Polk County,9.1,71613.0
55,097,WI,Portage County,9.8,71295.0
55,099,WI,Price County,12.0,60223.0
55,101,WI,Racine County,10.7,74555.0
55,103,WI,Richland County,13.0,60639.0
55,105,WI,Rock County,11.2,73656.0
55,107,WI,Rusk County,13.7,58513.0
55,109,WI,St. Croix County,5.7,103731.0
55,111,WI,Sauk County,9.4,79349.0
55,113,WI,Sawyer County,15.0,59053.0
55,115,WI,Shawano County,11.5,67562.0
55,117,WI,Sheboygan County,8.9,73970.0
55,119,WI,Taylor County,11.3,65125.0
55,121,WI,Trempealeau County,11.8,69119.0
55,123,WI,Vernon County,12.5,69389.0
55,125,WI,Vilas County,12.3,63779.0
55,127,WI,Walworth County,10.5,76573.0
55,129,WI,Washburn County,10.8,63438.0
55,131,WI,Washington County,6.0,93830.0
55,133,WI,Waukesha County,5.5,99168.0
55,135,WI,Waupaca County,12.1,68545.0
55,137,WI,Waushara County,10.5,70336.0
55,139,WI,Winnebago County,10.3,70720.0
55,141,WI,Wood County,9.8,67068.0
56,001,WY,Albany County,16.7,59633.0
56,003,WY,Big Horn County,12.6,60818.0
56,005,WY,Campbell County,8.5,89749.0
56,007,WY,Carbon County,11.4,67773.0
56,009,WY,Converse County,10.4,77224.0
56,011,WY,Crook County,7.1,77897.0
56,013,WY,Fremont County,13.5,64170.0
56,015,WY,Goshen County,14.4,63191.0
56,017,WY,Hot Springs County,11.1,60811.0
56,019,WY,Johnson County,8.4,66100.0
56,021,WY,Laramie County,9.6,75131.0
56,023,WY,Lincoln County,7.0,88037.0
56,025,WY,Natrona County,10.5,73110.0
56,027,WY,Niobrara County,15.8,56477.0
56,029,WY,Park County,9.7,70330.0
56,031,WY,Platte County,11.0,64207.0
56,033,WY,Sheridan County,9.4,71080.0
56,035,WY,Sublette County,7.6,78217.0
56,037,WY,Sweetwater County,10.0,76442.0
56,039,WY,Teton County,6.2,130156.0
56,041,WY,Uinta County,10.3,79086.0
56,043,WY,Washakie County,12.3,62794.0
56,045,WY,Weston County,11.4,66429.0
